protocol,profile,family,m,q,n,phase,backend,sample_count,failed_count,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,coefficient_of_variation,completed,error_codes
C2LAKE,paper_literal_m80,paper_literal,80,6400,2024,full_handshake,fast,100,0,170.18059669,168.4345835,11.177760282205261,151.746097,209.690571,189.880261,0.06568175514489825,True,
C2LAKE,paper_literal_m80,paper_literal,80,6400,2024,initiator_create,fast,100,0,55.23802111,54.177429000000004,4.444040325294422,49.55473,80.738043,60.359107,0.08045256213007052,True,
C2LAKE,paper_literal_m80,paper_literal,80,6400,2024,initiator_total,fast,100,0,85.42247534,84.611699,6.608538550839864,74.751204,110.852873,97.516054,0.07736299521333753,True,
C2LAKE,paper_literal_m80,paper_literal,80,6400,2024,initiator_verify_and_finish,fast,100,0,30.18445423,29.6370385,4.6107974732304235,22.577365,49.852601,37.803389,0.15275404478401342,True,
C2LAKE,paper_literal_m80,paper_literal,80,6400,2024,responder_total,fast,100,0,85.32971760000001,84.280486,5.765940581262111,76.67362,106.191084,94.109847,0.06757247935931421,True,
C2LAKE,paper_literal_m80,paper_literal,80,6400,2024,responder_verify_and_reply,fast,100,0,85.32971760000001,84.280486,5.765940581262111,76.67362,106.191084,94.109847,0.06757247935931421,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,PartialPrivateKeyExtract,fast,100,0,45.41760913,44.951811,1.8777664479623941,41.688665,53.83025,49.132399,0.04134445832645251,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,SetSecretValue,fast,100,0,44.32433234,44.0482095,1.8555652421298934,41.135583,56.441337,46.740711,0.04186335459937338,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,Setup,fast,100,0,99.27604515000002,98.83216999999999,3.2251456516359274,94.377033,115.291604,103.110857,0.03248664515959444,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,full_handshake,fast,100,0,326.77540051,324.4660675,10.746580068983885,306.296056,367.307053,347.115519,0.03288674744858898,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,initiator_create,fast,100,0,109.28179446,108.44792000000001,4.08535814296581,104.079877,129.683902,117.113075,0.03738370295942714,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,initiator_total,fast,100,0,163.24486184,162.4620765,5.8490694277483355,152.401668,182.557848,173.333302,0.0358300369262534,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,initiator_verify_and_finish,fast,100,0,53.963067380000005,52.8679015,4.576964950143255,46.714138,72.454684,63.046463,0.08481661944664745,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,responder_total,fast,100,0,163.42908552999998,162.566611,6.698260134900475,152.174654,191.414204,174.390305,0.040985728538944215,True,
C2LAKE,paper_literal_m96,paper_literal,96,9216,2529,responder_verify_and_reply,fast,100,0,163.42908552999998,162.566611,6.698260134900475,152.174654,191.414204,174.390305,0.040985728538944215,True,
